model,task,term,SS,df,F,p_value,pct_total_ss
qwen3.6-27b,water,Residual,53.7277231786,392.0,,,99.82469349786925
qwen3.6-35b-a3b,burn,KB_c,0.04931971752913746,1.0,0.6116045025598968,0.43465765008578894,0.15584775294418643
qwen3.6-35b-a3b,burn,WS_c,0.010308791225684618,1.0,0.1278373730720135,0.7208778620329228,0.032575246343301396
qwen3.6-35b-a3b,burn,KB_c:WS_c,0.007348348522806827,1.0,0.09112548222265987,0.7629116793618438,0.023220400734322782
qwen3.6-35b-a3b,burn,SK_c,0.028903416204872294,1.0,0.3584258056591456,0.5497284766339536,0.09133329819414945
qwen3.6-35b-a3b,burn,KB_c:SK_c,7.98009945621961e-06,1.0,9.895970623546785e-05,0.9920679690997996,2.5216700963224284e-05
qwen3.6-35b-a3b,burn,WS_c:SK_c,4.212330174049973e-05,1.0,0.0005223631094796608,0.9817773839854461,0.00013310745178068804
qwen3.6-35b-a3b,burn,KB_c:WS_c:SK_c,0.01996240333261646,1.0,0.24754999362946348,0.6190851930119586,0.06308016060545801
qwen3.6-35b-a3b,burn,Residual,31.53019553188163,391.0,,,99.63378481702584
qwen3.6-35b-a3b,change,KB_c,0.0014589422565678455,1.0,0.02798362052563074,0.8672353937177787,0.007103060532299401
qwen3.6-35b-a3b,change,WS_c,0.004208253884347816,1.0,0.08071750560720324,0.7764805463460842,0.020488461377577878
qwen3.6-35b-a3b,change,KB_c:WS_c,0.00012404362534722217,1.0,0.002379250943423993,0.9611219202340544,0.000603923407880409
qwen3.6-35b-a3b,change,SK_c,0.5036124669387804,1.0,9.659669601965648,0.0020238425642433713,2.451906387235715
qwen3.6-35b-a3b,change,KB_c:SK_c,0.007676993148348659,1.0,0.14725055914594093,0.7013891654951644,0.037376494370003496
qwen3.6-35b-a3b,change,WS_c:SK_c,0.0005666877099459616,1.0,0.010869500667539986,0.9170199131962242,0.0027589968612778365
qwen3.6-35b-a3b,change,KB_c:WS_c:SK_c,0.001918960916454302,1.0,0.03680712779949326,0.8479596726898896,0.009342724489149634
qwen3.6-35b-a3b,change,Residual,20.020062307839105,384.0,,,97.47041995172609
qwen3.6-35b-a3b,landcover,KB_c,0.0024544254065955256,1.0,0.11183070135061607,0.7382496817050317,0.028708327502551596
qwen3.6-35b-a3b,landcover,WS_c,0.0006041415203663828,1.0,0.027526430322978572,0.8683132551900403,0.00706637593383816
qwen3.6-35b-a3b,landcover,KB_c:WS_c,0.0002160608891566117,1.0,0.009844357340782445,0.9210157093167507,0.002527168578736393
qwen3.6-35b-a3b,landcover,SK_c,0.004805121012281528,1.0,0.21893517376166044,0.6401144980276652,0.056203373441001535
qwen3.6-35b-a3b,landcover,KB_c:SK_c,0.0012340614655745367,1.0,0.05622740003999319,0.8126860604629219,0.014434270691947288
qwen3.6-35b-a3b,landcover,WS_c:SK_c,0.0025067151711251913,1.0,0.11421317385318121,0.7355798611496633,0.029319937731615824
qwen3.6-35b-a3b,landcover,KB_c:WS_c:SK_c,5.281580004139337e-05,1.0,0.0024064401978366014,0.9609002585421321,0.0006177630335895022
qwen3.6-35b-a3b,landcover,Residual,8.537650856469387,389.0,,,99.86112278308671
qwen3.6-35b-a3b,query,KB_c,0.0039022674270505985,1.0,0.08330266965623478,0.7730309705605928,0.02214892989132056
qwen3.6-35b-a3b,query,WS_c,0.005787409266559738,1.0,0.12354525959847978,0.7254191972868199,0.0328488307102763
qwen3.6-35b-a3b,query,KB_c:WS_c,0.01875629852310806,1.0,0.40039535194673265,0.5272728691381025,0.10645911608446336
qwen3.6-35b-a3b,query,SK_c,0.10710686331765823,1.0,2.2864367498282903,0.13135599303955775,0.6079292234194962
qwen3.6-35b-a3b,query,KB_c:SK_c,0.007275006971196206,1.0,0.15530137639141992,0.6937449922909397,0.0412923056597586
qwen3.6-35b-a3b,query,WS_c:SK_c,0.002312184963743094,1.0,0.04935878532660768,0.8243044075153884,0.013123760381645243
qwen3.6-35b-a3b,query,KB_c:WS_c:SK_c,0.00019287827102348876,1.0,0.004117420242281891,0.9488715257655734,0.0010947602598541705
qwen3.6-35b-a3b,query,Residual,17.4729784327018,373.0,,,99.17510307359318
qwen3.6-35b-a3b,water,KB_c,0.005939586916047089,1.0,0.03915519203257083,0.8432529029148803,0.010763361130864492
qwen3.6-35b-a3b,water,WS_c,0.03492128485739437,1.0,0.23020954721972187,0.6316590593913036,0.06328224595189094
qwen3.6-35b-a3b,water,KB_c:WS_c,0.009757550862618945,1.0,0.06432413283846505,0.7999319576462083,0.017682045093641227
qwen3.6-35b-a3b,water,SK_c,0.22911768223489232,1.0,1.5103991191251436,0.2198786903720659,0.415193243270531
qwen3.6-35b-a3b,water,KB_c:SK_c,0.05003493019833839,1.0,0.3298423489618794,0.5661096191387724,0.09067028237726757
qwen3.6-35b-a3b,water,WS_c:SK_c,0.091311854345499,1.0,0.6019498059854312,0.4383430279601888,0.16546983447522162
qwen3.6-35b-a3b,water,KB_c:WS_c:SK_c,0.0009588451190059861,1.0,0.006320938694026002,0.9366755397029658,0.0017375612867193456
qwen3.6-35b-a3b,water,Residual,54.761342375983666,361.0,,,99.23520142641387
