model,task,cfg,n,mean,ci_low,ci_high,elapsed_median,tool_calls_median,submitted_rate
qwen3.6-35b-a3b,landcover,C4,50,0.7025580000000001,0.6659262000000001,0.7383492,198.57,24.0,1.0
qwen3.6-35b-a3b,landcover,C5,50,0.7120380000000001,0.6711906999999999,0.7499233,88.61,12.0,1.0
qwen3.6-35b-a3b,landcover,C6,50,0.7109479999999999,0.6686611500000001,0.7492192499999999,81.41999999999999,9.0,1.0
qwen3.6-35b-a3b,landcover,C7,49,0.7072816326530613,0.6566150510204081,0.7541630102040817,82.07,11.0,1.0
qwen3.6-35b-a3b,query,C0,50,0.157508,0.11507700000000001,0.19961500000000004,201.585,17.5,1.0
qwen3.6-35b-a3b,query,C1,50,0.184338,0.13111155000000005,0.24799539999999995,173.945,22.0,1.0
qwen3.6-35b-a3b,query,C2,49,0.18208571428571432,0.12858392857142856,0.24704433673469384,196.2,21.0,1.0
qwen3.6-35b-a3b,query,C3,50,0.202852,0.14516790000000002,0.26582504999999995,108.045,15.0,1.0
qwen3.6-35b-a3b,query,C4,49,0.1833857142857143,0.13026979591836732,0.2426557653061224,180.92,21.0,1.0
qwen3.6-35b-a3b,query,C5,49,0.21479795918367345,0.1517119387755102,0.2871088265306122,105.59,15.0,1.0
qwen3.6-35b-a3b,query,C6,50,0.22021800000000002,0.1569479,0.29076135,106.315,13.0,1.0
qwen3.6-35b-a3b,query,C7,34,0.20089705882352943,0.1328688235294118,0.28441999999999995,115.21000000000001,14.5,0.9705882352941176
qwen3.6-35b-a3b,water,C0,50,0.512092,0.40583450000000004,0.6128023,136.98000000000002,14.0,1.0
qwen3.6-35b-a3b,water,C1,50,0.55369,0.44149065000000004,0.6598487000000001,131.575,16.0,1.0
qwen3.6-35b-a3b,water,C2,49,0.572895918367347,0.46461408163265305,0.6752244387755102,155.16,17.0,1.0
qwen3.6-35b-a3b,water,C3,50,0.61547,0.5063173500000001,0.7190484000000001,84.5,11.0,1.0
qwen3.6-35b-a3b,water,C4,50,0.587498,0.4794923,0.6879451,131.97,17.5,1.0
qwen3.6-35b-a3b,water,C5,50,0.603214,0.4922341000000001,0.7073082,102.385,15.0,1.0
qwen3.6-35b-a3b,water,C6,50,0.6054400000000001,0.49254335000000005,0.7130076999999999,99.33,13.5,0.98
qwen3.6-35b-a3b,water,C7,20,0.5797000000000001,0.382767,0.759255,98.46000000000001,14.0,1.0
